zeta zeta_e psi t_s omega taus_mean taus_std taus_skewness taus_kurtosis taus_median taus_iqr epsilons_mean epsilons_std epsilons_skewness epsilons_kurtosis epsilons_median epsilons_iqr Ne_s_mean Ne_s_std Ne_s_skewness Ne_s_kurtosis Ne_s_median Ne_s_iqr pop0-[[5_1]] pop0-[[4_2]] pop0-[[3_3]] pop1-[[5_1]] pop1-[[4_2]] pop1-[[3_3]] pop2-[[5_1]] pop2-[[4_2]] pop2-[[3_3]] pop3-[[5_1]] pop3-[[4_2]] pop3-[[3_3]] pop4-[[5_1]] pop4-[[4_2]] pop4-[[3_3]] pop5-[[5_1]] pop5-[[4_2]] pop5-[[3_3]] pop6-[[5_1]] pop6-[[4_2]] pop6-[[3_3]] pop7-[[5_1]] pop7-[[4_2]] pop7-[[3_3]] pop8-[[5_1]] pop8-[[4_2]] pop8-[[3_3]] pop9-[[5_1]] pop9-[[4_2]] pop9-[[3_3]] pop10-[[5_1]] pop10-[[4_2]] pop10-[[3_3]] pop11-[[5_1]] pop11-[[4_2]] pop11-[[3_3]] pop12-[[5_1]] pop12-[[4_2]] pop12-[[3_3]] pop13-[[5_1]] pop13-[[4_2]] pop13-[[3_3]] pop14-[[5_1]] pop14-[[4_2]] pop14-[[3_3]] pop15-[[5_1]] pop15-[[4_2]] pop15-[[3_3]] pop16-[[5_1]] pop16-[[4_2]] pop16-[[3_3]] pop17-[[5_1]] pop17-[[4_2]] pop17-[[3_3]] pop18-[[5_1]] pop18-[[4_2]] pop18-[[3_3]] pop19-[[5_1]] pop19-[[4_2]] pop19-[[3_3]] pop20-[[5_1]] pop20-[[4_2]] pop20-[[3_3]]
0.458 10 1 1.023 0.077 0.881 0.261 -1.150 -0.066 1.023 0.235 0.100 0.000 0.000 -3.000 0.100 0.000 100000.000 0.000 0.000 -3.000 100000.000 0.000 77 51 26 76 46 25 73 45 25 73 43 25 72 42 24 72 40 23 71 40 22 69 40 22 69 38 20 68 37 19 66 37 19 65 37 18 63 36 17 63 36 17 60 35 16 60 34 15 60 31 14 59 31 14 58 30 13 51 28 11 46 15 9
0.137 3 1 1.005 0.093 0.832 0.278 -0.118 -1.060 0.826 0.433 0.100 0.000 0.000 -3.000 0.100 0.000 100000.000 0.000 0.000 -3.000 100000.000 0.000 83 47 25 77 45 20 77 44 19 76 42 18 70 40 17 66 40 16 66 39 16 64 35 15 64 33 15 62 33 14 62 33 14 60 33 14 59 31 14 59 31 14 58 31 14 56 30 11 53 30 10 52 29 10 51 26 10 48 26 6 42 21 4
0.339 7 1 0.983 0.094 0.826 0.279 -0.710 -1.039 0.983 0.452 0.100 0.000 0.000 -3.000 0.100 0.000 100000.000 0.000 0.000 -3.000 100000.000 0.000 73 51 26 73 48 23 73 46 23 73 45 19 72 44 18 71 42 17 71 41 16 70 40 16 67 38 15 66 36 13 65 35 12 65 35 12 62 34 11 62 32 11 60 32 11 60 29 10 58 28 10 51 22 8 51 20 7 49 13 7 48 12 6
0.574 12 1 0.676 0.039 0.666 0.160 0.029 2.427 0.676 0.000 0.100 0.000 0.000 -3.000 0.100 0.000 100000.000 0.000 0.000 -3.000 100000.000 0.000 75 46 20 73 46 19 73 45 18 71 44 17 68 40 16 68 39 16 65 39 16 64 39 16 64 38 16 63 37 15 61 37 14 61 36 14 61 34 14 60 33 13 59 30 12 56 30 12 54 30 10 53 29 9 50 28 8 48 27 8 47 25 7
0.953 20 1 0.258 0.000 0.259 0.006 4.249 16.050 0.258 0.000 0.100 0.000 0.000 -3.000 0.100 0.000 100000.000 0.000 0.000 -3.000 100000.000 0.000 57 25 9 53 24 9 52 20 9 52 19 8 52 19 8 51 19 8 51 19 8 49 18 7 48 18 7 47 18 6 46 17 6 45 16 6 45 16 5 45 16 5 43 16 5 43 14 4 42 13 4 41 10 3 41 10 3 40 8 2 38 7 0
0.008 0 0 0.844 0.088 0.808 0.267 -0.543 -1.057 0.855 0.394 0.100 0.000 0.000 -3.000 0.100 0.000 100000.000 0.000 0.000 -3.000 100000.000 0.000 77 50 28 76 48 21 73 46 19 67 44 19 67 44 17 66 40 17 64 40 16 63 38 15 59 37 15 59 37 15 58 36 14 57 34 13 56 34 12 56 31 12 54 31 12 54 27 11 54 26 10 53 26 9 52 25 8 51 24 8 45 19 6
0.158 3 1 0.764 0.098 0.780 0.276 -0.037 -1.130 0.764 0.477 0.100 0.000 0.000 -3.000 0.100 0.000 100000.000 0.000 0.000 -3.000 100000.000 0.000 72 48 30 72 45 27 71 40 26 71 38 25 69 35 24 69 35 23 68 35 22 67 35 21 65 34 21 65 33 20 65 31 17 60 31 15 53 30 15 52 30 15 51 29 14 50 28 14 47 27 13 47 26 12 46 26 11 44 24 10 42 23 8
0.881 19 1 0.450 0.075 0.512 0.196 2.886 6.598 0.450 0.000 0.100 0.000 0.000 -3.000 0.100 0.000 100000.000 0.000 0.000 -3.000 100000.000 0.000 64 35 14 62 34 14 61 32 13 61 32 13 60 32 13 60 32 13 59 29 12 58 29 12 58 28 11 58 27 11 57 26 11 53 26 11 49 24 11 49 23 10 47 22 10 47 22 10 47 20 9 45 18 8 43 18 7 39 15 7 39 15 7
0.053 1 0 1.014 0.100 0.795 0.282 -0.236 -1.289 0.795 0.473 0.100 0.000 0.000 -3.000 0.100 0.000 100000.000 0.000 0.000 -3.000 100000.000 0.000 83 54 30 75 51 26 75 48 25 71 43 24 70 41 19 69 38 19 66 37 19 65 35 18 65 34 18 65 34 17 59 34 16 56 34 16 55 33 15 55 31 15 54 30 14 53 30 13 52 30 12 50 28 11 50 25 11 50 25 9 47 23 9
0.211 4 1 0.407 0.137 0.789 0.329 0.005 -1.579 0.756 0.677 0.100 0.000 0.000 -3.000 0.100 0.000 100000.000 0.000 0.000 -3.000 100000.000 0.000 77 44 27 75 42 25 75 42 23 74 40 17 69 39 17 66 37 16 65 36 16 64 34 15 63 33 15 63 31 15 61 31 13 60 26 12 60 24 12 58 23 12 54 23 11 53 22 11 52 22 11 52 21 9 52 20 7 50 20 6 38 19 5
0.536 11 1 0.733 0.048 0.720 0.186 -0.238 1.148 0.733 0.000 0.100 0.000 0.000 -3.000 0.100 0.000 100000.000 0.000 0.000 -3.000 100000.000 0.000 71 47 23 70 47 21 70 42 21 70 40 20 68 40 20 67 39 19 67 39 18 64 39 17 63 36 17 61 36 17 61 32 16 60 31 16 58 31 14 57 31 14 56 29 13 55 29 12 55 28 12 52 28 10 48 28 10 47 26 7 42 23 7
0.952 20 1 0.621 0.002 0.629 0.035 4.249 16.050 0.621 0.000 0.100 0.000 0.000 -3.000 0.100 0.000 100000.000 0.000 0.000 -3.000 100000.000 0.000 79 46 20 75 43 20 71 43 19 68 41 17 68 38 16 66 37 16 65 35 15 64 34 15 62 34 14 58 33 14 57 32 14 56 31 12 55 30 12 54 29 11 53 28 10 53 28 9 52 28 9 52 27 9 51 26 8 49 23 7 42 21 4
0.891 19 1 0.405 0.038 0.427 0.127 3.936 14.627 0.405 0.000 0.100 0.000 0.000 -3.000 0.100 0.000 100000.000 0.000 0.000 -3.000 100000.000 0.000 66 39 16 63 33 14 61 32 14 61 32 14 60 32 13 59 31 12 57 30 11 53 30 11 52 29 10 50 27 10 49 27 9 49 26 9 48 26 9 48 24 8 48 23 8 48 23 8 47 23 7 47 22 6 46 20 6 44 18 5 38 17 4
0.071 1 0 0.686 0.078 0.744 0.241 -0.188 -1.071 0.756 0.449 0.100 0.000 0.000 -3.000 0.100 0.000 100000.000 0.000 0.000 -3.000 100000.000 0.000 78 51 26 74 48 25 72 45 22 72 45 19 67 40 17 67 39 15 65 39 15 65 36 15 65 35 15 64 34 15 63 34 15 62 33 15 62 32 14 57 31 14 56 28 13 56 26 13 56 25 12 54 24 11 53 24 8 44 23 8 39 22 5
0.165 3 1 1.099 0.103 0.829 0.292 -0.406 -1.328 0.872 0.521 0.100 0.000 0.000 -3.000 0.100 0.000 100000.000 0.000 0.000 -3.000 100000.000 0.000 72 44 23 72 44 20 69 44 19 69 41 18 68 39 18 66 37 18 64 37 16 64 37 15 63 35 15 61 33 15 59 32 15 59 32 14 58 30 14 57 29 13 57 26 12 56 26 9 54 25 8 54 24 8 48 24 7 47 24 7 46 23 3
0.388 8 1 0.917 0.088 0.792 0.263 -0.701 -0.641 0.917 0.282 0.100 0.000 0.000 -3.000 0.100 0.000 100000.000 0.000 0.000 -3.000 100000.000 0.000 85 50 24 81 49 22 80 47 22 75 46 20 75 43 19 70 43 19 70 41 19 69 40 18 69 39 17 69 39 17 64 39 17 61 36 17 61 35 16 61 34 16 59 34 14 58 34 14 58 33 13 57 29 11 52 22 11 49 18 11 41 17 9
0.494 10 1 0.805 0.048 0.828 0.198 0.256 0.095 0.805 0.022 0.100 0.000 0.000 -3.000 0.100 0.000 100000.000 0.000 0.000 -3.000 100000.000 0.000 80 50 28 79 47 23 79 44 21 77 40 21 74 40 20 74 37 16 73 37 14 71 35 14 68 35 14 67 34 14 66 34 14 65 33 14 64 32 14 64 30 12 64 30 12 63 30 11 61 30 11 59 28 11 49 27 9 46 26 7 45 20 7
0.166 3 1 0.573 0.098 0.726 0.267 0.373 -1.081 0.671 0.364 0.100 0.000 0.000 -3.000 0.100 0.000 100000.000 0.000 0.000 -3.000 100000.000 0.000 79 45 18 73 43 17 70 37 17 69 37 16 69 37 16 68 35 16 68 35 15 68 35 15 62 33 15 61 32 15 60 32 14 59 31 13 56 31 12 56 28 12 56 28 11 54 26 9 54 25 9 53 24 9 50 21 8 48 15 7 42 14 5
0.466 10 1 0.628 0.059 0.710 0.205 0.790 0.416 0.628 0.196 0.100 0.000 0.000 -3.000 0.100 0.000 100000.000 0.000 0.000 -3.000 100000.000 0.000 71 38 21 70 37 18 68 33 17 67 33 16 64 33 15 62 32 15 62 32 15 59 31 15 59 31 15 59 31 14 58 30 14 57 30 14 57 29 11 56 29 11 54 29 11 51 28 11 50 28 10 49 27 10 49 24 9 46 24 6 37 23 6
0.493 10 1 1.162 0.082 0.973 0.282 -1.119 -0.403 1.162 0.285 0.100 0.000 0.000 -3.000 0.100 0.000 100000.000 0.000 0.000 -3.000 100000.000 0.000 99 61 24 86 50 23 83 49 21 82 48 20 81 47 20 79 44 19 75 43 19 73 41 17 72 41 17 72 41 16 69 41 16 64 39 16 63 38 16 62 36 15 61 36 14 61 35 13 61 34 12 61 34 11 60 30 11 58 25 10 52 23 9
0.893 19 1 0.865 0.012 0.899 0.105 2.761 5.633 0.865 0.000 0.100 0.000 0.000 -3.000 0.100 0.000 100000.000 0.000 0.000 -3.000 100000.000 0.000 76 50 24 75 46 23 72 46 22 70 45 21 68 44 20 68 44 20 68 41 19 67 40 17 66 40 17 66 40 17 65 40 17 61 39 16 60 39 16 60 37 16 59 36 16 58 36 15 57 35 15 54 35 15 54 32 15 52 29 13 45 20 13
0.560 12 1 1.081 0.103 0.866 0.298 -0.854 -0.957 1.081 0.393 0.100 0.000 0.000 -3.000 0.100 0.000 100000.000 0.000 0.000 -3.000 100000.000 0.000 78 50 31 77 49 25 77 47 23 77 46 23 75 45 21 75 44 21 69 44 20 67 44 19 67 44 19 65 43 16 62 41 15 62 40 15 60 40 15 60 40 14 60 39 13 58 37 13 58 36 9 57 36 9 56 35 8 55 33 7 49 28 5
0.584 12 1 1.150 0.044 1.049 0.214 -2.097 3.801 1.150 0.018 0.100 0.000 0.000 -3.000 0.100 0.000 100000.000 0.000 0.000 -3.000 100000.000 0.000 85 50 34 82 46 30 79 45 24 75 44 22 75 43 20 72 42 20 69 42 20 69 41 19 67 41 19 66 41 19 66 41 18 65 40 18 64 39 17 60 38 17 59 36 17 58 36 17 57 36 16 56 36 15 55 34 13 55 33 12 53 30 9
0.027 1 0 1.238 0.098 0.760 0.273 -0.037 -0.936 0.806 0.383 0.100 0.000 0.000 -3.000 0.100 0.000 100000.000 0.000 0.000 -3.000 100000.000 0.000 79 53 26 72 49 25 70 46 21 69 44 21 69 44 21 68 43 19 67 39 18 66 39 17 61 38 16 58 38 16 58 35 15 54 35 15 53 34 13 51 34 13 50 32 13 47 27 13 46 27 11 46 26 10 44 25 10 44 23 5 40 20 2
0.075 2 1 1.126 0.094 0.696 0.256 0.214 -1.266 0.662 0.475 0.100 0.000 0.000 -3.000 0.100 0.000 100000.000 0.000 0.000 -3.000 100000.000 0.000 72 46 28 72 46 27 71 42 20 71 40 19 67 36 18 64 36 16 63 35 16 62 34 15 62 33 15 61 33 13 60 32 13 59 31 11 58 29 11 57 28 11 56 28 10 55 26 9 52 21 9 51 20 8 45 19 7 44 19 7 33 13 6
0.895 19 1 0.879 0.012 0.856 0.103 -4.248 16.046 0.879 0.000 0.100 0.000 0.000 -3.000 0.100 0.000 100000.000 0.000 0.000 -3.000 100000.000 0.000 81 61 23 80 47 22 75 47 22 73 46 21 71 46 20 70 45 19 69 45 19 69 44 18 69 42 18 68 40 16 68 39 16 67 37 16 65 37 15 64 35 15 61 34 13 61 33 13 60 33 13 60 32 12 57 32 12 52 32 12 52 32 9
0.808 17 1 0.788 0.029 0.794 0.152 -0.085 3.730 0.788 0.000 0.100 0.000 0.000 -3.000 0.100 0.000 100000.000 0.000 0.000 -3.000 100000.000 0.000 83 43 22 71 43 20 66 43 19 66 41 18 65 41 17 64 40 17 64 39 16 64 39 15 63 36 15 62 36 15 61 35 14 60 33 14 59 33 13 59 30 12 58 30 12 55 29 11 50 27 11 50 27 11 49 27 8 42 24 7 38 20 6
0.417 9 1 1.123 0.065 0.943 0.247 -1.178 0.652 1.056 0.339 0.100 0.000 0.000 -3.000 0.100 0.000 100000.000 0.000 0.000 -3.000 100000.000 0.000 82 58 23 81 46 22 76 46 22 75 46 21 74 44 20 70 43 19 68 43 18 68 42 18 68 41 17 67 41 17 67 40 17 65 38 17 64 38 16 62 36 16 61 34 15 61 34 14 60 34 13 58 32 12 55 31 12 54 31 11 37 8 8
0.266 6 1 0.465 0.095 0.676 0.253 0.403 -1.349 0.611 0.492 0.100 0.000 0.000 -3.000 0.100 0.000 100000.000 0.000 0.000 -3.000 100000.000 0.000 77 42 23 76 41 18 71 40 17 67 39 17 59 38 17 59 36 16 59 36 16 57 35 14 57 33 13 55 32 13 55 30 13 55 30 12 53 29 12 52 29 12 52 28 12 52 27 11 50 27 10 48 24 9 48 24 9 46 22 6 37 15 3
0.666 14 1 0.869 0.060 0.732 0.209 -1.064 -0.570 0.869 0.342 0.100 0.000 0.000 -3.000 0.100 0.000 100000.000 0.000 0.000 -3.000 100000.000 0.000 82 48 27 79 46 22 79 46 22 78 45 22 74 45 21 73 43 19 72 43 18 71 42 17 71 40 16 70 39 16 69 39 15 69 38 13 63 34 13 63 33 13 62 32 13 60 31 12 59 31 12 58 28 12 53 28 12 51 27 11 49 26 5
0.905 19 1 0.764 0.012 0.787 0.099 4.242 16.013 0.764 0.000 0.100 0.000 0.000 -3.000 0.100 0.000 100000.000 0.000 0.000 -3.000 100000.000 0.000 78 44 24 71 43 21 70 40 21 70 39 20 69 39 18 67 38 18 66 38 17 65 38 17 64 38 17 61 37 17 60 37 16 58 37 15 56 36 15 55 36 14 54 34 14 53 34 14 51 34 14 51 34 13 50 32 12 49 30 12 48 26 11
0.516 11 1 0.748 0.053 0.702 0.192 -0.142 1.356 0.748 0.062 0.100 0.000 0.000 -3.000 0.100 0.000 100000.000 0.000 0.000 -3.000 100000.000 0.000 84 53 22 75 41 20 69 40 19 63 38 18 63 38 18 63 38 16 62 36 16 60 36 16 60 36 15 59 36 15 58 36 14 57 34 13 56 33 12 56 32 12 55 31 12 55 27 12 54 26 11 53 26 9 51 26 9 47 25 9 38 24 8
0.513 11 1 0.922 0.077 0.790 0.247 -1.160 0.448 0.922 0.220 0.100 0.000 0.000 -3.000 0.100 0.000 100000.000 0.000 0.000 -3.000 100000.000 0.000 82 47 26 77 47 24 71 46 23 71 45 21 69 43 20 69 42 20 67 41 20 66 39 20 65 39 19 62 38 18 62 37 18 62 36 17 61 35 17 60 34 17 59 32 16 56 32 16 53 31 16 50 29 15 50 28 11 48 28 11 46 27 10
0.554 12 1 0.783 0.048 0.755 0.190 -0.196 0.711 0.783 0.000 0.100 0.000 0.000 -3.000 0.100 0.000 100000.000 0.000 0.000 -3.000 100000.000 0.000 80 44 22 78 44 21 74 41 20 70 40 18 70 40 17 69 40 16 68 39 16 67 39 16 65 38 15 64 37 14 63 37 14 63 34 13 60 33 13 58 32 13 58 31 12 57 30 12 56 30 11 56 28 11 53 27 9 53 24 6 52 21 5
0.377 8 1 0.454 0.120 0.663 0.282 0.590 -1.187 0.490 0.496 0.100 0.000 0.000 -3.000 0.100 0.000 100000.000 0.000 0.000 -3.000 100000.000 0.000 77 52 20 75 44 18 70 42 17 69 38 16 69 38 13 67 36 13 64 33 13 63 33 12 62 32 11 60 29 10 58 29 10 56 28 10 54 26 9 53 23 9 52 23 9 51 22 8 50 21 8 46 20 7 43 18 7 43 17 6 32 12 6
0.767 16 1 0.853 0.005 0.846 0.068 -1.472 5.841 0.853 0.000 0.100 0.000 0.000 -3.000 0.100 0.000 100000.000 0.000 0.000 -3.000 100000.000 0.000 93 47 26 82 44 22 77 42 20 76 40 19 76 40 19 73 40 19 71 40 18 69 39 17 67 38 16 66 38 16 64 35 15 63 34 15 62 34 15 62 33 15 61 33 14 61 30 14 58 30 13 55 30 12 54 28 12 51 27 11 49 26 7
0.904 19 1 0.492 0.003 0.504 0.037 2.838 6.228 0.492 0.000 0.100 0.000 0.000 -3.000 0.100 0.000 100000.000 0.000 0.000 -3.000 100000.000 0.000 66 41 18 66 36 16 65 34 16 64 33 16 63 33 15 60 32 14 59 30 13 56 29 13 55 29 12 55 29 11 54 27 11 54 27 11 52 26 10 49 26 10 49 26 10 48 26 9 48 26 9 46 26 8 45 21 8 44 18 7 41 16 7
0.708 15 1 0.708 0.028 0.740 0.143 -0.510 3.162 0.708 0.000 0.100 0.000 0.000 -3.000 0.100 0.000 100000.000 0.000 0.000 -3.000 100000.000 0.000 79 44 22 76 44 18 72 43 18 72 41 16 70 39 16 67 39 16 66 37 15 63 37 15 63 37 15 62 36 15 62 35 14 62 34 13 61 32 13 58 32 12 58 31 11 56 31 11 53 29 10 53 29 9 51 27 9 49 25 9 47 24 5
0.555 12 1 0.596 0.057 0.694 0.199 0.606 0.097 0.596 0.171 0.100 0.000 0.000 -3.000 0.100 0.000 100000.000 0.000 0.000 -3.000 100000.000 0.000 67 40 22 66 37 21 65 36 21 65 35 19 64 35 18 62 35 17 61 33 15 60 33 14 59 31 14 58 31 14 58 29 14 57 29 12 56 29 11 55 28 11 53 27 11 49 27 11 48 24 11 45 24 10 45 24 10 40 22 9 40 21 7
0.802 17 1 0.668 0.014 0.709 0.098 2.645 6.284 0.668 0.000 0.100 0.000 0.000 -3.000 0.100 0.000 100000.000 0.000 0.000 -3.000 100000.000 0.000 77 53 20 65 51 20 65 39 17 64 38 16 63 37 16 63 37 15 63 35 15 62 35 15 62 35 14 60 35 14 59 32 13 55 31 13 54 31 13 54 31 12 53 29 11 52 29 11 52 28 11 51 28 11 51 27 11 50 24 7 42 21 6
0.089 2 1 1.201 0.082 0.741 0.246 0.131 -0.919 0.765 0.384 0.100 0.000 0.000 -3.000 0.100 0.000 100000.000 0.000 0.000 -3.000 100000.000 0.000 81 44 26 76 41 25 74 40 24 72 39 21 70 37 20 69 37 19 67 36 19 64 36 18 62 36 18 62 36 17 61 34 17 61 33 14 61 32 13 59 32 13 57 31 11 56 29 11 56 27 9 52 25 8 52 22 6 47 22 5 46 19 4
0.934 20 1 0.815 0.002 0.824 0.040 4.249 16.050 0.815 0.000 0.100 0.000 0.000 -3.000 0.100 0.000 100000.000 0.000 0.000 -3.000 100000.000 0.000 74 44 22 71 42 21 70 42 20 70 42 19 69 41 18 68 40 17 67 38 17 67 38 17 66 37 17 66 36 17 64 36 16 64 35 16 62 35 16 61 34 15 58 34 14 58 33 14 57 31 13 54 31 10 53 29 10 52 27 8 49 26 6
0.848 18 1 0.963 0.023 0.921 0.144 -3.972 14.439 0.963 0.000 0.100 0.000 0.000 -3.000 0.100 0.000 100000.000 0.000 0.000 -3.000 100000.000 0.000 86 59 27 83 52 26 73 48 25 72 47 22 71 46 22 69 45 20 67 45 19 66 42 18 65 40 18 65 40 18 65 39 17 64 38 17 63 35 16 59 35 15 57 35 13 57 34 12 56 32 12 55 30 12 53 30 11 53 25 10 49 23 8
0.716 15 1 0.876 0.017 0.848 0.120 -0.720 1.608 0.876 0.000 0.100 0.000 0.000 -3.000 0.100 0.000 100000.000 0.000 0.000 -3.000 100000.000 0.000 91 54 21 81 49 20 81 49 20 79 44 19 75 43 17 72 42 17 71 42 17 71 40 16 70 40 16 68 39 15 67 37 15 66 37 14 66 37 13 63 36 13 62 34 13 58 33 13 57 31 11 52 29 11 49 27 11 47 27 10 47 24 5
0.901 19 1 0.780 0.005 0.800 0.063 2.853 6.343 0.780 0.000 0.100 0.000 0.000 -3.000 0.100 0.000 100000.000 0.000 0.000 -3.000 100000.000 0.000 81 47 25 76 45 20 73 45 20 70 45 18 69 43 18 69 43 17 67 42 17 67 41 17 67 39 16 65 36 16 64 36 15 58 33 15 58 32 14 56 32 14 56 29 14 55 26 13 55 26 13 53 26 12 52 26 11 49 26 9 46 25 9
0.465 10 1 0.404 0.121 0.583 0.265 0.780 -0.685 0.404 0.421 0.100 0.000 0.000 -3.000 0.100 0.000 100000.000 0.000 0.000 -3.000 100000.000 0.000 74 39 20 63 36 18 62 34 16 59 30 15 56 28 15 55 27 14 54 26 13 54 24 13 53 24 11 53 24 11 53 23 11 52 23 11 51 23 10 51 22 9 51 22 9 48 18 9 45 17 8 45 17 8 43 17 7 43 16 7 36 13 4
0.021 0 0 1.114 0.103 0.816 0.290 -0.514 -1.108 0.948 0.384 0.100 0.000 0.000 -3.000 0.100 0.000 100000.000 0.000 0.000 -3.000 100000.000 0.000 78 51 28 72 50 24 69 47 24 68 43 24 67 41 23 67 41 21 66 38 21 66 37 19 66 36 18 65 36 16 65 35 16 61 34 15 60 34 13 60 31 12 60 30 12 54 29 10 52 29 10 52 27 10 51 27 7 49 22 6 45 13 5
0.866 18 1 0.281 0.047 0.326 0.123 2.735 6.239 0.281 0.000 0.100 0.000 0.000 -3.000 0.100 0.000 100000.000 0.000 0.000 -3.000 100000.000 0.000 60 27 15 54 26 14 52 25 10 52 23 10 52 23 9 52 23 9 50 20 8 48 20 8 47 19 7 47 19 7 47 17 7 47 17 7 47 16 6 45 16 6 43 15 6 41 14 5 39 14 5 36 13 5 35 13 4 34 13 4 34 12 4
0.999 21 1 1.153 0.000 1.153 0.000 0.000 -3.000 1.153 0.000 0.100 0.000 0.000 -3.000 0.100 0.000 100000.000 0.000 0.000 -3.000 100000.000 0.000 81 49 28 79 48 19 79 45 19 78 45 19 74 44 19 74 43 19 72 42 19 72 42 18 70 41 18 67 41 18 67 40 18 66 40 17 65 40 17 65 39 16 64 38 16 63 38 14 62 38 13 58 38 12 58 30 12 56 29 12 46 29 9
0.362 8 1 0.868 0.051 0.763 0.197 -0.366 -0.530 0.868 0.286 0.100 0.000 0.000 -3.000 0.100 0.000 100000.000 0.000 0.000 -3.000 100000.000 0.000 91 54 27 85 52 24 76 47 20 73 45 19 71 43 19 71 41 19 71 40 18 70 37 17 70 37 16 69 36 16 69 36 16 67 35 14 65 34 13 65 34 13 64 31 13 64 31 12 63 30 10 60 29 10 59 29 10 52 26 9 50 23 7
0.861 18 1 0.869 0.016 0.828 0.116 -3.033 8.443 0.869 0.000 0.100 0.000 0.000 -3.000 0.100 0.000 100000.000 0.000 0.000 -3.000 100000.000 0.000 79 51 29 74 48 23 72 46 23 72 44 20 72 44 18 71 43 17 70 43 16 69 43 15 68 43 15 64 39 14 62 37 14 59 37 13 57 36 13 57 32 12 56 32 12 56 30 12 54 29 11 54 28 10 49 27 10 47 25 10 44 24 8
0.754 16 1 1.178 0.017 1.128 0.139 -3.134 8.972 1.178 0.000 0.100 0.000 0.000 -3.000 0.100 0.000 100000.000 0.000 0.000 -3.000 100000.000 0.000 94 58 34 86 57 25 83 55 25 82 55 24 81 50 23 79 48 21 78 46 18 75 43 18 74 42 18 70 41 17 70 40 16 69 38 16 68 38 16 67 37 15 64 36 14 63 36 13 63 36 13 61 35 13 60 35 13 60 31 11 59 29 10
0.941 20 1 1.124 0.007 1.104 0.088 -4.249 16.050 1.124 0.000 0.100 0.000 0.000 -3.000 0.100 0.000 100000.000 0.000 0.000 -3.000 100000.000 0.000 83 54 30 83 54 24 82 53 24 73 51 22 72 48 21 72 47 21 71 44 21 70 44 20 69 43 19 68 42 18 66 42 16 64 41 16 62 39 16 61 39 15 61 35 14 60 35 14 57 35 13 55 34 13 51 34 12 51 33 11 49 29 10
0.223 5 1 0.430 0.175 0.576 0.317 0.978 -0.677 0.430 0.347 0.100 0.000 0.000 -3.000 0.100 0.000 100000.000 0.000 0.000 -3.000 100000.000 0.000 75 50 25 69 35 18 68 35 18 68 34 16 66 34 14 65 28 14 57 28 13 56 27 13 55 23 13 53 22 12 53 21 11 52 21 11 52 20 11 49 20 10 47 19 8 45 19 8 44 19 8 43 17 7 43 17 7 43 16 7 34 13 6
0.315 7 1 0.252 0.196 0.519 0.319 1.301 0.484 0.401 0.346 0.100 0.000 0.000 -3.000 0.100 0.000 100000.000 0.000 0.000 -3.000 100000.000 0.000 79 37 20 62 36 18 56 35 13 55 32 13 55 30 12 52 29 11 52 25 11 51 24 10 51 23 9 48 22 9 46 19 8 45 19 8 44 17 7 43 17 6 42 16 5 41 15 5 41 15 5 40 14 5 39 14 4 37 12 2 33 10 0
0.351 7 1 1.116 0.111 0.873 0.312 -0.604 -1.277 1.056 0.542 0.100 0.000 0.000 -3.000 0.100 0.000 100000.000 0.000 0.000 -3.000 100000.000 0.000 88 51 27 81 49 27 78 47 21 77 45 19 73 45 19 73 44 18 72 41 18 72 40 18 72 39 17 71 38 16 71 38 16 69 37 15 62 35 15 61 34 15 61 33 14 59 33 12 55 29 12 52 29 11 51 28 8 48 28 6 45 25 6
0.500 10 1 0.971 0.050 0.909 0.213 -1.263 1.582 0.971 0.012 0.100 0.000 0.000 -3.000 0.100 0.000 100000.000 0.000 0.000 -3.000 100000.000 0.000 89 55 27 79 46 23 79 46 23 78 42 21 78 42 20 77 41 20 76 40 19 73 39 19 69 39 18 68 39 17 68 38 17 66 37 17 65 36 15 64 34 14 58 34 14 58 31 13 53 28 12 51 27 11 50 27 11 49 27 10 46 26 9
0.352 7 1 0.854 0.068 0.778 0.229 0.162 -0.754 0.854 0.291 0.100 0.000 0.000 -3.000 0.100 0.000 100000.000 0.000 0.000 -3.000 100000.000 0.000 84 47 23 78 45 21 77 44 20 71 43 19 70 42 18 70 42 18 69 41 18 68 40 18 67 40 18 67 39 16 64 35 15 63 33 14 63 32 13 58 31 13 58 31 12 58 30 12 56 28 11 54 25 10 49 25 9 47 23 8 46 19 8
0.775 16 1 1.019 0.035 0.933 0.182 -2.263 4.019 1.019 0.000 0.100 0.000 0.000 -3.000 0.100 0.000 100000.000 0.000 0.000 -3.000 100000.000 0.000 77 51 24 77 51 24 74 48 23 72 47 22 70 45 21 68 42 21 67 41 21 66 40 20 66 38 20 64 38 20 64 37 19 64 37 19 63 34 17 62 32 17 61 32 15 60 31 15 58 31 12 56 30 11 51 30 11 50 29 9 49 28 8
0.119 2 1 0.553 0.112 0.751 0.290 0.081 -1.178 0.715 0.459 0.100 0.000 0.000 -3.000 0.100 0.000 100000.000 0.000 0.000 -3.000 100000.000 0.000 87 51 29 75 48 25 71 44 25 70 44 23 69 41 22 69 38 22 65 36 18 64 35 15 63 33 15 60 32 14 53 32 14 53 31 13 53 31 12 52 31 12 52 29 12 51 26 11 50 25 10 48 24 10 47 24 10 47 20 8 42 19 6
